seccion,g_etario,sexo,n,Localidad,pct,encuestas
1138,25 a 59,HOMBRES,288,SAN CRISTOBAL DE LAS CASAS,0.2975206611570248,9
1138,25 a 59,MUJERES,338,SAN CRISTOBAL DE LAS CASAS,0.34917355371900827,10
1138,60 y más,HOMBRES,84,SAN CRISTOBAL DE LAS CASAS,0.08677685950413223,3
1138,60 y más,MUJERES,133,SAN CRISTOBAL DE LAS CASAS,0.13739669421487602,4
1144,18 a 24,HOMBRES,529,SAN CRISTOBAL DE LAS CASAS,0.08862456022784386,3
1144,18 a 24,MUJERES,585,SAN CRISTOBAL DE LAS CASAS,0.09800636622549841,3
1144,25 a 59,HOMBRES,1884,SAN CRISTOBAL DE LAS CASAS,0.3156307589210923,9
1144,25 a 59,MUJERES,2291,SAN CRISTOBAL DE LAS CASAS,0.3838163846540459,12
1144,60 y más,HOMBRES,291,SAN CRISTOBAL DE LAS CASAS,0.04875188473781203,1
1144,60 y más,MUJERES,389,SAN CRISTOBAL DE LAS CASAS,0.0651700452337075,2
1145,18 a 24,HOMBRES,206,SAN CRISTOBAL DE LAS CASAS,0.06871247498332221,2
1145,18 a 24,MUJERES,232,SAN CRISTOBAL DE LAS CASAS,0.07738492328218813,2
1145,25 a 59,HOMBRES,921,SAN CRISTOBAL DE LAS CASAS,0.3072048032021348,9
1145,25 a 59,MUJERES,1152,SAN CRISTOBAL DE LAS CASAS,0.3842561707805203,12
1145,60 y más,HOMBRES,215,SAN CRISTOBAL DE LAS CASAS,0.07171447631754503,2
1145,60 y más,MUJERES,272,SAN CRISTOBAL DE LAS CASAS,0.09072715143428953,3
1146,18 a 24,HOMBRES,117,SAN CRISTOBAL DE LAS CASAS,0.06471238938053098,2
1146,18 a 24,MUJERES,137,SAN CRISTOBAL DE LAS CASAS,0.07577433628318585,2
1146,25 a 59,HOMBRES,553,SAN CRISTOBAL DE LAS CASAS,0.30586283185840707,9
1146,25 a 59,MUJERES,654,SAN CRISTOBAL DE LAS CASAS,0.36172566371681414,11
1146,60 y más,HOMBRES,155,SAN CRISTOBAL DE LAS CASAS,0.08573008849557522,3
1146,60 y más,MUJERES,192,SAN CRISTOBAL DE LAS CASAS,0.10619469026548672,3
1152,18 a 24,HOMBRES,174,OCOTAL HUITEPEC,0.0888661899897855,3
1152,18 a 24,MUJERES,182,OCOTAL HUITEPEC,0.09295199182839632,3
1152,25 a 59,HOMBRES,649,OCOTAL HUITEPEC,0.33146067415730335,10
1152,25 a 59,MUJERES,720,OCOTAL HUITEPEC,0.36772216547497444,11
1152,60 y más,HOMBRES,90,OCOTAL HUITEPEC,0.045965270684371805,1
1152,60 y más,MUJERES,143,OCOTAL HUITEPEC,0.07303370786516854,2
1270,18 a 24,HOMBRES,518,TAPACHULA,0.08999305072967338,3
1270,18 a 24,MUJERES,499,TAPACHULA,0.08669214732453093,3
1270,25 a 59,HOMBRES,1786,TAPACHULA,0.31028492008339126,9
1270,25 a 59,MUJERES,2008,TAPACHULA,0.3488533703961084,10
1270,60 y más,HOMBRES,434,TAPACHULA,0.0753995830437804,2
1270,60 y más,MUJERES,511,TAPACHULA,0.08877692842251564,3
1277,18 a 24,HOMBRES,99,TAPACHULA,0.07758620689655173,2
1277,18 a 24,MUJERES,77,TAPACHULA,0.0603448275862069,2
1277,25 a 59,HOMBRES,360,TAPACHULA,0.28213166144200624,8
1277,25 a 59,MUJERES,458,TAPACHULA,0.35893416927899685,11
1277,60 y más,HOMBRES,129,TAPACHULA,0.10109717868338558,3
1277,60 y más,MUJERES,153,TAPACHULA,0.11990595611285267,4
1303,18 a 24,HOMBRES,194,TAPACHULA,0.076138147566719,2
1303,18 a 24,MUJERES,235,TAPACHULA,0.09222919937205651,3
1303,25 a 59,HOMBRES,811,TAPACHULA,0.3182888540031397,10
1303,25 a 59,MUJERES,927,TAPACHULA,0.36381475667189955,11
1303,60 y más,HOMBRES,188,TAPACHULA,0.07378335949764521,2
1303,60 y más,MUJERES,193,TAPACHULA,0.07574568288854003,2
1338,18 a 24,HOMBRES,195,TAPACHULA,0.0796243364638628,2
1338,18 a 24,MUJERES,218,TAPACHULA,0.08901592486729278,3
1338,25 a 59,HOMBRES,734,TAPACHULA,0.2997141690485913,9
1338,25 a 59,MUJERES,860,TAPACHULA,0.35116374030216413,11
1338,60 y más,HOMBRES,179,TAPACHULA,0.07309105757452021,2
1338,60 y más,MUJERES,263,TAPACHULA,0.1073907717435688,3
1470,18 a 24,HOMBRES,240,LIMAR,0.09244992295839753,3
1470,18 a 24,HOMBRES,240,MASOJA CHICO,0.09244992295839753,3
1470,18 a 24,MUJERES,236,LIMAR,0.09090909090909091,3
1470,18 a 24,MUJERES,236,MASOJA CHICO,0.09090909090909091,3
1470,25 a 59,HOMBRES,818,LIMAR,0.3151001540832049,9
1470,25 a 59,HOMBRES,818,MASOJA CHICO,0.3151001540832049,9
1470,25 a 59,MUJERES,917,LIMAR,0.3532357473035439,11
1470,25 a 59,MUJERES,917,MASOJA CHICO,0.3532357473035439,11
1470,60 y más,HOMBRES,175,LIMAR,0.06741140215716487,2
1470,60 y más,HOMBRES,175,MASOJA CHICO,0.06741140215716487,2
1470,60 y más,MUJERES,210,LIMAR,0.08089368258859785,2
1470,60 y más,MUJERES,210,MASOJA CHICO,0.08089368258859785,2
1473,18 a 24,HOMBRES,187,CHULUM CARDENAS,0.0998398291510945,3
1473,18 a 24,MUJERES,168,CHULUM CARDENAS,0.08969567538707955,3
1473,25 a 59,HOMBRES,637,CHULUM CARDENAS,0.3400961025093433,10
1473,25 a 59,MUJERES,650,CHULUM CARDENAS,0.34703683929524826,10
1473,60 y más,HOMBRES,120,CHULUM CARDENAS,0.06406833956219968,2
1473,60 y más,MUJERES,111,CHULUM CARDENAS,0.059263214095034704,2
1474,18 a 24,HOMBRES,351,LA REVOLUCION,0.1099279674287504,3
1474,18 a 24,MUJERES,335,LA REVOLUCION,0.10491700595051676,3
1474,25 a 59,HOMBRES,1074,LA REVOLUCION,0.3363607892264328,10
1474,25 a 59,MUJERES,1051,LA REVOLUCION,0.329157532101472,10
1474,60 y más,HOMBRES,186,LA REVOLUCION,0.05825242718446602,2
1474,60 y más,MUJERES,196,LA REVOLUCION,0.06138427810836204,2
1477,18 a 24,HOMBRES,245,EL OCOTAL,0.09847266881028939,3
1477,18 a 24,MUJERES,261,EL OCOTAL,0.10490353697749197,3
1477,25 a 59,HOMBRES,834,EL OCOTAL,0.33520900321543406,10
1477,25 a 59,MUJERES,844,EL OCOTAL,0.3392282958199357,10
1477,60 y más,HOMBRES,153,EL OCOTAL,0.0614951768488746,2
1477,60 y más,MUJERES,151,EL OCOTAL,0.060691318327974274,2
1478,18 a 24,HOMBRES,214,JOLSIBAQUIL,0.09807516040329972,3
1478,18 a 24,MUJERES,206,JOLSIBAQUIL,0.09440879926672777,3
1478,25 a 59,HOMBRES,696,JOLSIBAQUIL,0.31897341888175984,10
1478,25 a 59,MUJERES,741,JOLSIBAQUIL,0.33959670027497707,10
1478,60 y más,HOMBRES,164,JOLSIBAQUIL,0.07516040329972502,2
1478,60 y más,MUJERES,161,JOLSIBAQUIL,0.07378551787351054,2
1480,18 a 24,HOMBRES,162,UNION JUAREZ,0.07139709122961657,2
1480,18 a 24,MUJERES,198,UNION JUAREZ,0.0872631115028647,3
1480,25 a 59,HOMBRES,715,UNION JUAREZ,0.3151167915381225,9
1480,25 a 59,MUJERES,763,UNION JUAREZ,0.3362714852357867,10
1480,60 y más,HOMBRES,207,UNION JUAREZ,0.09122961657117673,3
1480,60 y más,MUJERES,224,UNION JUAREZ,0.0987219039224328,3
1481,18 a 24,HOMBRES,181,MISIJA,0.07748287671232877,2
1481,18 a 24,MUJERES,190,MISIJA,0.08133561643835617,2
1481,25 a 59,HOMBRES,758,MISIJA,0.324486301369863,10
1481,25 a 59,MUJERES,837,MISIJA,0.3583047945205479,11
1481,60 y más,HOMBRES,168,MISIJA,0.07191780821917808,2
1481,60 y más,MUJERES,202,MISIJA,0.08647260273972603,3
1500,18 a 24,HOMBRES,91,TONALA,0.07919930374238468,2
1500,18 a 24,MUJERES,108,TONALA,0.09399477806788512,3
1500,25 a 59,HOMBRES,323,TONALA,0.28111401218450827,8
1500,25 a 59,MUJERES,379,TONALA,0.329852045256745,10
1500,60 y más,HOMBRES,104,TONALA,0.09051348999129678,3
1500,60 y más,MUJERES,144,TONALA,0.12532637075718014,4
1504,18 a 24,HOMBRES,117,NUEVO BENITO JUAREZ,0.0841726618705036,3
1504,18 a 24,MUJERES,110,NUEVO BENITO JUAREZ,0.07913669064748201,2
1504,25 a 59,HOMBRES,463,NUEVO BENITO JUAREZ,0.33309352517985613,10
1504,25 a 59,MUJERES,466,NUEVO BENITO JUAREZ,0.33525179856115106,10
1504,60 y más,HOMBRES,114,NUEVO BENITO JUAREZ,0.08201438848920864,2
1504,60 y más,MUJERES,120,NUEVO BENITO JUAREZ,0.08633093525179857,3
1510,18 a 24,HOMBRES,236,RANCHERIA HUIZACHAL,0.0889894419306184,3
1510,18 a 24,MUJERES,217,RANCHERIA HUIZACHAL,0.08182503770739065,2
1510,25 a 59,HOMBRES,846,RANCHERIA HUIZACHAL,0.3190045248868778,10
1510,25 a 59,MUJERES,890,RANCHERIA HUIZACHAL,0.33559577677224733,10
1510,60 y más,HOMBRES,244,RANCHERIA HUIZACHAL,0.09200603318250378,3
1510,60 y más,MUJERES,219,RANCHERIA HUIZACHAL,0.08257918552036199,2
1517,18 a 24,HOMBRES,239,COLONIA BELISARIO DOMINGUEZ (LA BARRA),0.09954185755935027,3
1517,18 a 24,MUJERES,228,COLONIA BELISARIO DOMINGUEZ (LA BARRA),0.09496043315285298,3
1517,25 a 59,HOMBRES,752,COLONIA BELISARIO DOMINGUEZ (LA BARRA),0.3132028321532695,9
1517,25 a 59,MUJERES,770,COLONIA BELISARIO DOMINGUEZ (LA BARRA),0.3206997084548105,10
1517,60 y más,HOMBRES,231,COLONIA BELISARIO DOMINGUEZ (LA BARRA),0.09620991253644315,3
1517,60 y más,MUJERES,181,COLONIA BELISARIO DOMINGUEZ (LA BARRA),0.07538525614327364,2
1526,18 a 24,HOMBRES,61,RANCHERIA EL MANGUITO,0.09651898734177215,3
1526,18 a 24,MUJERES,57,RANCHERIA EL MANGUITO,0.09018987341772151,3
1526,25 a 59,HOMBRES,223,RANCHERIA EL MANGUITO,0.3528481012658228,11
1526,25 a 59,MUJERES,200,RANCHERIA EL MANGUITO,0.31645569620253167,9
1526,60 y más,HOMBRES,44,RANCHERIA EL MANGUITO,0.06962025316455696,2
1526,60 y más,MUJERES,47,RANCHERIA EL MANGUITO,0.07436708860759493,2
1527,18 a 24,HOMBRES,84,EJIDO VICENTE GUERRERO,0.08292201382033564,2
1527,18 a 24,MUJERES,75,EJIDO VICENTE GUERRERO,0.07403751233958539,2
1527,25 a 59,HOMBRES,291,EJIDO VICENTE GUERRERO,0.2872655478775913,9
1527,25 a 59,MUJERES,321,EJIDO VICENTE GUERRERO,0.3168805528134255,10
1527,60 y más,HOMBRES,124,EJIDO VICENTE GUERRERO,0.12240868706811452,4
1527,60 y más,MUJERES,118,EJIDO VICENTE GUERRERO,0.11648568608094768,3
1609,18 a 24,HOMBRES,461,TUXTLA GUTIERREZ,0.08623269734380845,3
1609,18 a 24,MUJERES,439,TUXTLA GUTIERREZ,0.0821174710063599,2
1609,25 a 59,HOMBRES,1796,TUXTLA GUTIERREZ,0.33595211372989153,10
1609,25 a 59,MUJERES,1975,TUXTLA GUTIERREZ,0.36943509165731386,11
1609,60 y más,HOMBRES,309,TUXTLA GUTIERREZ,0.057800224466891134,2
1609,60 y más,MUJERES,366,TUXTLA GUTIERREZ,0.06846240179573512,2
1611,18 a 24,HOMBRES,324,TUXTLA GUTIERREZ,0.0857823669579031,3
1611,18 a 24,MUJERES,314,TUXTLA GUTIERREZ,0.08313476303944929,2
1611,25 a 59,HOMBRES,1221,TUXTLA GUTIERREZ,0.3232724384432089,10
1611,25 a 59,MUJERES,1385,TUXTLA GUTIERREZ,0.3666931427058512,11
1611,60 y más,HOMBRES,242,TUXTLA GUTIERREZ,0.06407201482658194,2
1611,60 y más,MUJERES,291,TUXTLA GUTIERREZ,0.07704527402700556,2
1615,18 a 24,HOMBRES,361,TUXTLA GUTIERREZ,0.07863210629492486,2
1615,18 a 24,MUJERES,390,TUXTLA GUTIERREZ,0.08494881289479417,3
1615,25 a 59,HOMBRES,1548,TUXTLA GUTIERREZ,0.3371814419516445,10
1615,25 a 59,MUJERES,1752,TUXTLA GUTIERREZ,0.3816162056196907,11
1615,60 y más,HOMBRES,253,TUXTLA GUTIERREZ,0.0551078196471357,2
1615,60 y más,MUJERES,287,TUXTLA GUTIERREZ,0.06251361359181007,2
1622,18 a 24,HOMBRES,635,TUXTLA GUTIERREZ,0.09602298502948738,3
1622,18 a 24,MUJERES,584,TUXTLA GUTIERREZ,0.08831090276727657,3
1622,25 a 59,HOMBRES,2174,TUXTLA GUTIERREZ,0.3287464085891426,10
1622,25 a 59,MUJERES,2497,TUXTLA GUTIERREZ,0.377589596249811,11
1622,60 y más,HOMBRES,314,TUXTLA GUTIERREZ,0.047482231967337064,1
1622,60 y más,MUJERES,409,TUXTLA GUTIERREZ,0.06184787539694541,2
1702,18 a 24,HOMBRES,112,TUXTLA GUTIERREZ,0.07491638795986622,2
1702,18 a 24,MUJERES,93,TUXTLA GUTIERREZ,0.06220735785953177,2
1702,25 a 59,HOMBRES,457,TUXTLA GUTIERREZ,0.305685618729097,9
1702,25 a 59,MUJERES,532,TUXTLA GUTIERREZ,0.3558528428093645,11
1702,60 y más,HOMBRES,132,TUXTLA GUTIERREZ,0.0882943143812709,3
1702,60 y más,MUJERES,169,TUXTLA GUTIERREZ,0.11304347826086956,3
1721,18 a 24,HOMBRES,104,TUXTLA GUTIERREZ,0.06658130601792574,2
1721,18 a 24,MUJERES,111,TUXTLA GUTIERREZ,0.07106274007682459,2
1721,25 a 59,HOMBRES,517,TUXTLA GUTIERREZ,0.33098591549295775,10
1721,25 a 59,MUJERES,549,TUXTLA GUTIERREZ,0.35147247119078107,11
1721,60 y más,HOMBRES,112,TUXTLA GUTIERREZ,0.07170294494238157,2
1721,60 y más,MUJERES,169,TUXTLA GUTIERREZ,0.10819462227912932,3
1735,18 a 24,HOMBRES,482,TUXTLA GUTIERREZ,0.07521847690387017,2
1735,18 a 24,MUJERES,503,TUXTLA GUTIERREZ,0.0784956304619226,2
1735,25 a 59,HOMBRES,2042,TUXTLA GUTIERREZ,0.3186641697877653,10
1735,25 a 59,MUJERES,2481,TUXTLA GUTIERREZ,0.38717228464419473,12
1735,60 y más,HOMBRES,395,TUXTLA GUTIERREZ,0.06164169787765293,2
1735,60 y más,MUJERES,505,TUXTLA GUTIERREZ,0.07880774032459426,2
1737,18 a 24,HOMBRES,1127,TUXTLA GUTIERREZ,0.08046551477938027,2
1737,18 a 24,MUJERES,1179,TUXTLA GUTIERREZ,0.08417820933885478,3
1737,25 a 59,HOMBRES,4831,TUXTLA GUTIERREZ,0.3449236041696416,10
1737,25 a 59,MUJERES,5420,TUXTLA GUTIERREZ,0.38697700985292016,12
1737,60 y más,HOMBRES,696,TUXTLA GUTIERREZ,0.049692988719120375,1
1737,60 y más,MUJERES,753,TUXTLA GUTIERREZ,0.053762673140082824,2
1738,18 a 24,HOMBRES,251,TUXTLA GUTIERREZ,0.0825386386057218,2
1738,18 a 24,MUJERES,259,TUXTLA GUTIERREZ,0.08516935218678066,3
1738,25 a 59,HOMBRES,986,TUXTLA GUTIERREZ,0.32423544886550476,10
1738,25 a 59,MUJERES,1134,TUXTLA GUTIERREZ,0.37290365011509374,11
1738,60 y más,HOMBRES,215,TUXTLA GUTIERREZ,0.07070042749095692,2
1738,60 y más,MUJERES,196,TUXTLA GUTIERREZ,0.06445248273594212,2
1746,18 a 24,HOMBRES,332,COPOYA,0.09196675900277008,3
1746,18 a 24,MUJERES,375,COPOYA,0.1038781163434903,3
1746,25 a 59,HOMBRES,1140,COPOYA,0.3157894736842105,9
1746,25 a 59,MUJERES,1311,COPOYA,0.3631578947368421,11
1746,60 y más,HOMBRES,236,COPOYA,0.06537396121883657,2
1746,60 y más,MUJERES,216,COPOYA,0.059833795013850416,2
1747,18 a 24,HOMBRES,440,TUXTLA GUTIERREZ,0.07668177065179504,2
1747,18 a 24,MUJERES,479,TUXTLA GUTIERREZ,0.08347856395956779,3
1747,25 a 59,HOMBRES,1820,TUXTLA GUTIERREZ,0.31718368769606137,10
1747,25 a 59,MUJERES,2128,TUXTLA GUTIERREZ,0.3708609271523179,11
1747,60 y más,HOMBRES,417,TUXTLA GUTIERREZ,0.072673405367723945,2
1747,60 y más,MUJERES,454,TUXTLA GUTIERREZ,0.07912164517253398,2
1748,18 a 24,HOMBRES,463,COLONIA UNIDAD ANTORCHISTA,0.09376265694613203,3
1748,18 a 24,MUJERES,463,COLONIA UNIDAD ANTORCHISTA,0.09376265694613203,3
1748,25 a 59,HOMBRES,1638,COLONIA UNIDAD ANTORCHISTA,0.33171324422843257,10
1748,25 a 59,MUJERES,1908,COLONIA UNIDAD ANTORCHISTA,0.3863912515188335,12
1748,60 y más,HOMBRES,220,COLONIA UNIDAD ANTORCHISTA,0.04455245038477116,1
1748,60 y más,MUJERES,246,COLONIA UNIDAD ANTORCHISTA,0.04981773997569866,1
1856,18 a 24,HOMBRES,286,VILLAFLORES,0.10123893805309735,3
1856,18 a 24,MUJERES,240,VILLAFLORES,0.08495575221238938,3
1856,25 a 59,HOMBRES,889,VILLAFLORES,0.3146902654867257,9
1856,25 a 59,MUJERES,1067,VILLAFLORES,0.3776991150442478,11
1856,60 y más,HOMBRES,163,VILLAFLORES,0.05769911504424779,2
1856,60 y más,MUJERES,180,VILLAFLORES,0.06371681415929203,2
1863,18 a 24,HOMBRES,350,VILLAFLORES,0.1037037037037037,3
1863,18 a 24,HOMBRES,350,FRACCIONAMIENTO LA SEIRENA,0.1037037037037037,3
1863,18 a 24,MUJERES,367,VILLAFLORES,0.10874074074074074,3
1863,18 a 24,MUJERES,367,FRACCIONAMIENTO LA SEIRENA,0.10874074074074074,3
1863,25 a 59,HOMBRES,1042,VILLAFLORES,0.30874074074074076,9
1863,25 a 59,HOMBRES,1042,FRACCIONAMIENTO LA SEIRENA,0.30874074074074076,9
1863,25 a 59,MUJERES,1228,VILLAFLORES,0.36385185185185187,11
1863,25 a 59,MUJERES,1228,FRACCIONAMIENTO LA SEIRENA,0.36385185185185187,11
1863,60 y más,HOMBRES,199,VILLAFLORES,0.05896296296296296,2
1863,60 y más,HOMBRES,199,FRACCIONAMIENTO LA SEIRENA,0.05896296296296296,2
1863,60 y más,MUJERES,189,VILLAFLORES,0.056,2
1863,60 y más,MUJERES,189,FRACCIONAMIENTO LA SEIRENA,0.056,2
1864,18 a 24,HOMBRES,88,VILLAFLORES,0.07339449541284404,2
1864,18 a 24,MUJERES,97,VILLAFLORES,0.08090075062552127,2
1864,25 a 59,HOMBRES,358,VILLAFLORES,0.29858215179316094,9
1864,25 a 59,MUJERES,431,VILLAFLORES,0.359466221851543,11
1864,60 y más,HOMBRES,102,VILLAFLORES,0.08507089241034195,3
1864,60 y más,MUJERES,123,VILLAFLORES,0.10258548790658882,3
1870,18 a 24,HOMBRES,120,VILLAFLORES,0.08157715839564922,2
1870,18 a 24,MUJERES,129,VILLAFLORES,0.08769544527532291,3
1870,25 a 59,HOMBRES,494,VILLAFLORES,0.335825968728756,10
1870,25 a 59,MUJERES,529,VILLAFLORES,0.35961930659415364,11
1870,60 y más,HOMBRES,80,VILLAFLORES,0.054384772263766146,2
1870,60 y más,MUJERES,119,VILLAFLORES,0.08089734874235215,2
1883,18 a 24,HOMBRES,202,DOCTOR DOMINGO CHANONA,0.09532798489853704,3
1883,18 a 24,MUJERES,176,DOCTOR DOMINGO CHANONA,0.0830580462482303,2
1883,25 a 59,HOMBRES,685,DOCTOR DOMINGO CHANONA,0.32326569136385086,10
1883,25 a 59,MUJERES,718,DOCTOR DOMINGO CHANONA,0.33883907503539407,10
1883,60 y más,HOMBRES,184,DOCTOR DOMINGO CHANONA,0.08683341198678622,3
1883,60 y más,MUJERES,154,DOCTOR DOMINGO CHANONA,0.0726757904672015,2
1895,18 a 24,HOMBRES,193,EJIDO LOS ANGELES,0.08800729594163247,3
1895,18 a 24,HOMBRES,193,EJIDO CALIFORNIA,0.08800729594163247,3
1895,18 a 24,MUJERES,196,EJIDO LOS ANGELES,0.08937528499772002,3
1895,18 a 24,MUJERES,196,EJIDO CALIFORNIA,0.08937528499772002,3
1895,25 a 59,HOMBRES,765,EJIDO LOS ANGELES,0.3488372093023256,10
1895,25 a 59,HOMBRES,765,EJIDO CALIFORNIA,0.3488372093023256,10
1895,25 a 59,MUJERES,757,EJIDO LOS ANGELES,0.3451892384860921,10
1895,25 a 59,MUJERES,757,EJIDO CALIFORNIA,0.3451892384860921,10
1895,60 y más,HOMBRES,147,EJIDO LOS ANGELES,0.06703146374829001,2
1895,60 y más,HOMBRES,147,EJIDO CALIFORNIA,0.06703146374829001,2
1895,60 y más,MUJERES,135,EJIDO LOS ANGELES,0.06155950752393981,2
1895,60 y más,MUJERES,135,EJIDO CALIFORNIA,0.06155950752393981,2
1994,18 a 24,HOMBRES,73,TAPACHULA,0.08286038592508513,2
1994,18 a 24,MUJERES,81,TAPACHULA,0.09194097616345062,3
1994,25 a 59,HOMBRES,282,TAPACHULA,0.32009080590238365,10
1994,25 a 59,MUJERES,323,TAPACHULA,0.36662883087400683,11
1994,60 y más,HOMBRES,52,TAPACHULA,0.05902383654937571,2
1994,60 y más,MUJERES,70,TAPACHULA,0.07945516458569807,2
2008,18 a 24,HOMBRES,89,TAPACHULA,0.09600862998921252,3
2008,18 a 24,MUJERES,92,TAPACHULA,0.09924487594390508,3
2008,25 a 59,HOMBRES,300,TAPACHULA,0.32362459546925565,10
2008,25 a 59,MUJERES,370,TAPACHULA,0.39913700107874867,12
2008,60 y más,HOMBRES,36,TAPACHULA,0.038834951456310676,1
2008,60 y más,MUJERES,40,TAPACHULA,0.043149946062567425,1
203,18 a 24,HOMBRES,170,CINTALAPA,0.09444444444444444,3
203,18 a 24,MUJERES,155,CINTALAPA,0.08611111111111111,3
203,25 a 59,HOMBRES,539,CINTALAPA,0.29944444444444446,9
203,25 a 59,MUJERES,639,CINTALAPA,0.355,10
203,60 y más,HOMBRES,137,CINTALAPA,0.07611111111111112,2
203,60 y más,MUJERES,160,CINTALAPA,0.08888888888888889,3
207,18 a 24,HOMBRES,228,CINTALAPA,0.08888888888888889,3
207,18 a 24,MUJERES,202,CINTALAPA,0.07875243664717349,2
207,25 a 59,HOMBRES,744,CINTALAPA,0.29005847953216374,8
207,25 a 59,MUJERES,931,CINTALAPA,0.362962962962963,11
207,60 y más,HOMBRES,217,CINTALAPA,0.08460038986354776,3
207,60 y más,MUJERES,243,CINTALAPA,0.09473684210526316,3
223,18 a 24,HOMBRES,176,MERIDA,0.07978241160471441,3
223,18 a 24,MUJERES,174,MERIDA,0.07887579329102448,2
223,25 a 59,HOMBRES,676,MERIDA,0.30643699002719854,9
223,25 a 59,MUJERES,749,MERIDA,0.33952855847688124,10
223,60 y más,HOMBRES,216,MERIDA,0.09791477787851315,3
223,60 y más,MUJERES,215,MERIDA,0.09746146872166818,3
229,18 a 24,HOMBRES,64,EJIDO ADOLFO LOPEZ MATEOS (LA INTEGRAL),0.065439672801636,3
229,18 a 24,MUJERES,79,EJIDO ADOLFO LOPEZ MATEOS (LA INTEGRAL),0.08077709611451943,2
229,25 a 59,HOMBRES,318,EJIDO ADOLFO LOPEZ MATEOS (LA INTEGRAL),0.32515337423312884,10
229,25 a 59,MUJERES,341,EJIDO ADOLFO LOPEZ MATEOS (LA INTEGRAL),0.3486707566462168,10
229,60 y más,HOMBRES,101,EJIDO ADOLFO LOPEZ MATEOS (LA INTEGRAL),0.1032719836400818,3
229,60 y más,MUJERES,75,EJIDO ADOLFO LOPEZ MATEOS (LA INTEGRAL),0.07668711656441718,2
229,18 a 24,HOMBRES,64,EJIDO LA ASUNCION,0.065439672801636,2
229,18 a 24,MUJERES,79,EJIDO LA ASUNCION,0.08077709611451943,2
229,25 a 59,HOMBRES,318,EJIDO LA ASUNCION,0.32515337423312884,11
229,25 a 59,MUJERES,341,EJIDO LA ASUNCION,0.3486707566462168,10
229,60 y más,HOMBRES,101,EJIDO LA ASUNCION,0.1032719836400818,3
229,60 y más,MUJERES,75,EJIDO LA ASUNCION,0.07668711656441718,2
232,18 a 24,HOMBRES,157,NUEVA TENOCHTITLAN,0.08845070422535212,2
232,18 a 24,MUJERES,150,NUEVA TENOCHTITLAN,0.08450704225352113,3
232,25 a 59,HOMBRES,565,NUEVA TENOCHTITLAN,0.3183098591549296,10
232,25 a 59,MUJERES,606,NUEVA TENOCHTITLAN,0.3414084507042254,10
232,60 y más,HOMBRES,155,NUEVA TENOCHTITLAN,0.08732394366197183,3
232,60 y más,MUJERES,142,NUEVA TENOCHTITLAN,0.08,2
246,18 a 24,HOMBRES,51,COMITAN DE DOMINGUEZ,0.05225409836065574,2
246,18 a 24,MUJERES,58,COMITAN DE DOMINGUEZ,0.05942622950819672,2
246,25 a 59,HOMBRES,292,COMITAN DE DOMINGUEZ,0.29918032786885246,9
246,25 a 59,MUJERES,322,COMITAN DE DOMINGUEZ,0.32991803278688525,10
246,60 y más,HOMBRES,106,COMITAN DE DOMINGUEZ,0.10860655737704918,2
246,60 y más,MUJERES,147,COMITAN DE DOMINGUEZ,0.15061475409836064,5
251,18 a 24,HOMBRES,63,COMITAN DE DOMINGUEZ,0.05575221238938053,2
251,18 a 24,MUJERES,70,COMITAN DE DOMINGUEZ,0.061946902654867256,1
251,25 a 59,HOMBRES,327,COMITAN DE DOMINGUEZ,0.28938053097345134,9
251,25 a 59,MUJERES,378,COMITAN DE DOMINGUEZ,0.3345132743362832,10
251,60 y más,HOMBRES,120,COMITAN DE DOMINGUEZ,0.10619469026548672,3
251,60 y más,MUJERES,172,COMITAN DE DOMINGUEZ,0.15221238938053097,5
260,18 a 24,HOMBRES,713,PASHTON ACAPULCO,0.08865953742850037,3
260,18 a 24,MUJERES,685,PASHTON ACAPULCO,0.08517781646356627,3
260,25 a 59,HOMBRES,2573,PASHTON ACAPULCO,0.3199452872419796,10
260,25 a 59,MUJERES,3126,PASHTON ACAPULCO,0.38870927629942803,10
260,60 y más,HOMBRES,440,PASHTON ACAPULCO,0.05471275802039294,2
260,60 y más,MUJERES,505,PASHTON ACAPULCO,0.0627953245461328,2
282,18 a 24,HOMBRES,108,SEÑOR DEL POZO,0.0712401055408971,2
282,18 a 24,MUJERES,115,SEÑOR DEL POZO,0.0758575197889182,3
282,25 a 59,HOMBRES,517,SEÑOR DEL POZO,0.34102902374670185,10
282,25 a 59,MUJERES,526,SEÑOR DEL POZO,0.3469656992084433,10
282,60 y más,HOMBRES,117,SEÑOR DEL POZO,0.07717678100263853,2
282,60 y más,MUJERES,133,SEÑOR DEL POZO,0.08773087071240106,3
456,18 a 24,HOMBRES,247,CHILON,0.0929619872036131,3
456,18 a 24,MUJERES,235,CHILON,0.08844561535566428,3
456,25 a 59,HOMBRES,807,CHILON,0.3037260067745578,8
456,25 a 59,MUJERES,1021,CHILON,0.38426797139631164,12
456,60 y más,HOMBRES,162,CHILON,0.060971019947308996,2
456,60 y más,MUJERES,185,CHILON,0.06962739932254422,2
464,18 a 24,HOMBRES,322,ALAN SACJUN,0.1165821868211441,3
464,18 a 24,MUJERES,312,ALAN SACJUN,0.11296162201303403,3
464,25 a 59,HOMBRES,848,ALAN SACJUN,0.30702389572773353,9
464,25 a 59,MUJERES,1004,ALAN SACJUN,0.36350470673425056,12
