"seccion","g_etario","sexo","n","pct","enc.3","encuestas"
1316,"60 y más","HOMBRES",47,0.11928934010152284,31,4
1316,"60 y más","MUJERES",61,0.1548223350253807,31,5
1338,"18 a 24","HOMBRES",195,0.0796243364638628,31,2
1338,"18 a 24","MUJERES",218,0.08901592486729278,31,3
1338,"25 a 59","HOMBRES",734,0.2997141690485913,31,9
1338,"25 a 59","MUJERES",860,0.35116374030216413,31,12
1338,"60 y más","HOMBRES",179,0.07309105757452021,31,2
1338,"60 y más","MUJERES",263,0.1073907717435688,31,3
1385,"18 a 24","HOMBRES",106,0.07397069085833916,283,21
1385,"18 a 24","MUJERES",118,0.08234473133286811,283,23
1385,"25 a 59","HOMBRES",448,0.3126308443824145,283,89
1385,"25 a 59","MUJERES",523,0.3649685973482205,283,103
1385,"60 y más","HOMBRES",114,0.07955338450802513,283,23
1385,"60 y más","MUJERES",124,0.08653175157013258,283,24
1414,"18 a 24","HOMBRES",112,0.08005718370264475,209,17
1414,"18 a 24","MUJERES",140,0.10007147962830593,209,21
1414,"25 a 59","HOMBRES",434,0.31022158684774837,209,65
1414,"25 a 59","MUJERES",495,0.3538241601143674,209,74
1414,"60 y más","HOMBRES",120,0.08577555396711938,209,18
1414,"60 y más","MUJERES",98,0.07005003573981415,209,14
1544,"18 a 24","HOMBRES",147,0.06799259944495838,186,13
1544,"18 a 24","MUJERES",192,0.08880666049953746,186,17
1544,"25 a 59","HOMBRES",697,0.32238667900092505,186,59
1544,"25 a 59","MUJERES",817,0.377890841813136,186,70
1544,"60 y más","HOMBRES",147,0.06799259944495838,186,13
1544,"60 y más","MUJERES",162,0.07493061979648474,186,14
1615,"18 a 24","HOMBRES",361,0.07863210629492486,32,3
1615,"18 a 24","MUJERES",390,0.08494881289479417,32,3
1615,"25 a 59","HOMBRES",1548,0.3371814419516445,32,11
1615,"25 a 59","MUJERES",1752,0.3816162056196907,32,12
1615,"60 y más","HOMBRES",253,0.0551078196471357,32,1
1615,"60 y más","MUJERES",287,0.06251361359181007,32,2
1639,"18 a 24","HOMBRES",161,0.07907662082514735,30,2
1639,"18 a 24","MUJERES",155,0.07612966601178782,30,2
1639,"25 a 59","HOMBRES",674,0.33104125736738704,30,10
1639,"25 a 59","MUJERES",751,0.368860510805501,30,12
1639,"60 y más","HOMBRES",144,0.07072691552062868,30,2
1639,"60 y más","MUJERES",151,0.07416502946954813,30,2
1641,"18 a 24","HOMBRES",180,0.07174172977281786,30,2
1641,"18 a 24","MUJERES",185,0.07373455559984057,30,2
1641,"25 a 59","HOMBRES",689,0.27461139896373055,30,8
1641,"25 a 59","MUJERES",861,0.34316460741331206,30,11
1641,"60 y más","HOMBRES",257,0.10243124750896772,30,3
1641,"60 y más","MUJERES",337,0.13431646074133122,30,4
1701,"18 a 24","HOMBRES",85,0.07124895222129086,30,2
1701,"18 a 24","MUJERES",97,0.08130762782900251,30,2
1701,"25 a 59","HOMBRES",369,0.30930427493713325,30,10
1701,"25 a 59","MUJERES",442,0.3704945515507125,30,11
1701,"60 y más","HOMBRES",97,0.08130762782900251,30,2
1701,"60 y más","MUJERES",103,0.08633696563285834,30,3
1730,"18 a 24","HOMBRES",314,0.07836286498627403,30,3
1730,"18 a 24","MUJERES",308,0.07686548540054904,30,2
1730,"25 a 59","HOMBRES",1309,0.3266783129523334,30,10
1730,"25 a 59","MUJERES",1494,0.3728475168455204,30,11
1730,"60 y más","HOMBRES",278,0.06937858747192413,30,2
1730,"60 y más","MUJERES",304,0.07586723234339905,30,2
1733,"18 a 24","HOMBRES",110,0.05984766050054407,30,2
1733,"18 a 24","MUJERES",133,0.07236126224156691,30,1
1733,"25 a 59","HOMBRES",583,0.31719260065288357,30,10
1733,"25 a 59","MUJERES",662,0.3601741022850925,30,11
1733,"60 y más","HOMBRES",155,0.08433079434167573,30,3
1733,"60 y más","MUJERES",195,0.10609357997823722,30,3
2030,"18 a 24","HOMBRES",45,0.08555133079847908,32,3
2030,"18 a 24","MUJERES",44,0.08365019011406843,32,2
2030,"25 a 59","HOMBRES",164,0.311787072243346,32,10
2030,"25 a 59","MUJERES",201,0.3821292775665399,32,12
2030,"60 y más","HOMBRES",30,0.05703422053231939,32,2
2030,"60 y más","MUJERES",42,0.07984790874524715,32,3
